humidity,rainfall_24hr,rainfall_3days,soil_moisture,elevation,typeof_disaster
42.8,61.6,93.1,62.2,946.0,Safe
82.9,45.8,59.4,53.5,2661.0,Safe
76.7,44.0,99.6,67.7,1240.0,Safe
98.4,141.1,727.6,93.6,1738.0,Landslide
53.5,50.3,72.4,47.2,2392.0,Safe
60.4,77.2,28.2,63.5,2582.0,Safe
41.8,30.0,39.1,27.1,634.0,Safe
82.7,51.6,47.3,58.9,21.0,Safe
67.5,20.6,83.2,69.4,242.0,Safe
94.6,122.3,394.7,94.3,2193.0,Landslide
79.5,17.7,79.4,23.1,1646.0,Safe
9.6,0.0,0.0,4.2,459.0,Drought
78.8,65.8,39.7,62.9,370.0,Safe
90.6,412.6,350.1,89.1,4.0,Flood
80.3,37.8,108.5,20.7,1498.0,Safe
95.8,189.1,259.2,85.5,78.0,Flood
19.8,0.0,0.0,9.4,394.0,Drought
57.2,53.4,56.6,55.5,957.0,Safe
60.8,29.3,69.5,38.0,2644.0,Safe
72.2,62.3,111.0,66.9,2594.0,Safe
64.0,21.8,45.3,74.1,2482.0,Safe
74.6,34.1,89.7,37.5,1873.0,Safe
52.5,71.1,14.5,55.8,1702.0,Safe
97.8,210.2,260.1,89.3,114.0,Flood
77.5,70.4,42.6,22.2,217.0,Safe
54.5,39.8,68.8,74.0,2063.0,Safe
9.8,0.0,0.0,10.1,714.0,Drought
66.6,53.2,34.2,28.1,2397.0,Safe
18.8,0.0,0.0,5.4,243.0,Drought
95.4,180.7,573.6,96.6,3254.0,Landslide
56.1,2.5,81.0,43.4,2635.0,Safe
97.6,271.6,627.7,94.8,27.0,Cyclone
88.0,386.6,591.3,85.5,118.0,Flood
45.8,16.6,50.8,57.7,1332.0,Safe
91.6,447.7,512.6,91.3,106.0,Flood
96.9,295.2,356.4,90.9,161.0,Flood
47.8,13.5,116.6,66.3,2125.0,Safe
73.2,6.6,61.8,20.0,1499.0,Safe
40.1,52.8,0.8,58.4,2867.0,Safe
48.4,66.0,11.4,58.4,1918.0,Safe
17.3,0.0,0.0,5.2,312.0,Drought
97.9,447.2,787.8,84.0,22.0,Cyclone
63.6,16.1,89.8,72.3,847.0,Safe
99.9,222.1,735.5,97.1,2188.0,Landslide
93.7,200.8,447.6,91.2,2643.0,Landslide
44.4,7.9,105.8,55.5,37.0,Safe
97.8,191.7,600.6,91.8,1190.0,Landslide
35.5,2.2,99.1,74.3,2693.0,Safe
64.8,3.1,58.0,27.5,2732.0,Safe
7.3,0.0,0.0,13.2,763.0,Drought
74.2,61.9,36.2,63.3,269.0,Safe
94.2,204.0,490.7,97.8,854.0,Landslide
98.1,290.1,486.3,79.2,47.0,Cyclone
74.0,58.4,69.4,50.8,1004.0,Safe
63.0,68.2,83.1,58.1,1455.0,Safe
48.9,45.7,19.1,55.1,2513.0,Safe
99.2,246.6,482.2,95.7,2751.0,Landslide
92.2,221.4,678.8,96.3,1057.0,Landslide
39.2,76.9,28.0,26.2,1344.0,Safe
14.9,0.0,0.0,8.7,391.0,Drought
90.4,432.1,571.9,85.1,22.0,Flood
96.0,325.0,807.4,87.2,43.0,Cyclone
57.8,26.2,80.0,48.1,1016.0,Safe
41.6,77.0,72.3,59.1,1057.0,Safe
75.5,52.7,22.7,38.8,178.0,Safe
73.2,69.4,13.9,63.6,2830.0,Safe
38.0,0.4,70.1,48.4,1014.0,Safe
48.5,8.1,77.8,74.7,1313.0,Safe
49.8,60.0,62.7,25.9,2070.0,Safe
49.7,0.8,58.5,47.7,2010.0,Safe
55.2,65.9,76.7,44.9,1744.0,Safe
95.8,107.2,702.4,93.6,1010.0,Landslide
78.1,61.3,1.6,74.2,1780.0,Safe
64.5,7.7,1.6,22.3,1395.0,Safe
37.2,1.0,11.8,32.8,513.0,Safe
38.3,60.6,73.2,64.8,1526.0,Safe
75.2,48.0,63.4,67.3,1998.0,Safe
79.2,73.3,63.4,67.5,1898.0,Safe
40.3,39.4,1.8,36.4,23.0,Safe
38.2,60.8,95.1,72.7,1876.0,Safe
71.9,35.6,67.8,29.8,1343.0,Safe
96.3,147.9,537.4,91.1,3222.0,Landslide
77.3,48.9,49.9,55.9,1980.0,Safe
71.8,5.8,70.0,21.7,2625.0,Safe
56.8,71.0,48.7,38.5,2423.0,Safe
54.7,53.6,41.4,57.5,1112.0,Safe
66.8,74.5,69.1,40.1,1643.0,Safe
7.7,0.0,0.0,0.4,258.0,Drought
62.4,67.2,7.9,41.0,1236.0,Safe
98.8,497.4,760.3,85.9,24.0,Cyclone
41.1,21.8,46.1,63.1,1581.0,Safe
38.8,24.9,12.2,25.9,2404.0,Safe
89.1,346.0,439.2,96.4,68.0,Flood
15.7,0.0,0.0,1.5,529.0,Drought
13.3,0.0,0.0,7.2,281.0,Drought
74.0,11.8,59.2,47.2,158.0,Safe
96.5,110.8,773.8,97.9,3361.0,Landslide
46.1,13.1,3.6,59.6,2441.0,Safe
46.5,24.5,7.6,51.9,1226.0,Safe
17.4,0.0,0.0,5.1,589.0,Drought
62.6,61.0,56.3,42.7,1287.0,Safe
58.1,28.5,73.4,51.4,1610.0,Safe
67.6,59.5,77.6,70.7,1482.0,Safe
79.7,15.5,65.0,68.9,1267.0,Safe
80.0,56.4,1.6,58.3,1286.0,Safe
92.8,153.6,565.4,97.5,1391.0,Landslide
74.6,68.0,16.2,32.1,1310.0,Safe
83.5,78.0,59.3,57.3,2224.0,Safe
63.6,77.6,97.0,44.5,506.0,Safe
13.5,0.0,0.0,1.9,660.0,Drought
58.4,16.5,77.1,32.1,2570.0,Safe
67.8,38.6,41.2,50.3,562.0,Safe
41.6,10.5,71.2,69.0,482.0,Safe
61.9,0.7,14.1,69.6,1757.0,Safe
66.8,10.4,119.2,73.7,1637.0,Safe
65.9,32.5,64.8,67.8,1218.0,Safe
57.2,75.2,16.4,21.4,109.0,Safe
82.0,28.1,39.7,37.7,2778.0,Safe
35.5,74.2,72.8,36.3,1834.0,Safe
91.0,319.8,447.3,85.1,106.0,Flood
80.5,67.8,83.6,72.1,1644.0,Safe
65.7,1.2,119.0,21.8,174.0,Safe
98.4,102.9,726.1,99.4,963.0,Landslide
35.3,41.5,90.1,51.9,984.0,Safe
99.3,207.9,724.4,96.0,2763.0,Landslide
54.1,47.7,22.0,60.0,2071.0,Safe
95.5,210.3,332.8,96.3,12.0,Flood
37.9,18.1,19.5,36.8,1494.0,Safe
67.7,53.7,119.5,38.0,2718.0,Safe
66.1,69.4,40.0,34.7,2689.0,Safe
13.4,0.0,0.0,9.0,754.0,Drought
99.4,343.0,549.5,84.7,30.0,Cyclone
58.7,10.0,88.4,31.9,461.0,Safe
54.4,75.1,11.1,59.1,608.0,Safe
90.6,183.4,497.3,98.4,144.0,Flood
53.4,20.0,52.0,29.9,2834.0,Safe
98.0,354.0,625.6,89.9,14.0,Cyclone
75.4,30.0,36.5,25.4,34.0,Safe
95.4,503.6,664.5,92.6,7.0,Cyclone
56.3,61.2,107.0,26.6,147.0,Safe
36.6,62.3,61.5,72.1,2694.0,Safe
49.3,20.7,51.0,22.8,236.0,Safe
88.9,341.8,400.0,92.1,65.0,Flood
52.1,67.1,92.1,42.8,1200.0,Safe
79.4,28.7,88.3,26.5,1934.0,Safe
67.4,44.4,53.2,31.4,2143.0,Safe
68.8,27.1,79.4,43.8,2198.0,Safe
97.8,423.6,438.4,87.3,174.0,Flood
92.9,164.8,274.3,97.3,76.0,Flood
84.9,49.1,50.7,72.2,1801.0,Safe
80.9,25.0,32.7,34.9,667.0,Safe
47.3,0.4,4.7,67.7,2759.0,Safe
45.0,37.7,102.9,69.0,1636.0,Safe
17.1,0.0,0.0,11.1,340.0,Drought
61.0,58.6,95.8,23.7,2738.0,Safe
77.4,42.5,7.2,66.0,1252.0,Safe
76.3,53.0,113.7,53.2,302.0,Safe
98.0,165.4,571.4,95.4,2421.0,Landslide
98.8,364.0,370.4,97.9,119.0,Flood
65.0,71.1,76.6,74.3,2689.0,Safe
16.0,0.0,0.0,9.1,732.0,Drought
99.8,402.0,289.7,99.8,169.0,Flood
8.3,0.0,0.0,9.7,779.0,Drought
72.3,2.7,47.2,45.9,141.0,Safe
77.3,49.9,17.6,68.9,2324.0,Safe
54.8,43.3,23.9,71.1,1429.0,Safe
69.0,63.4,59.2,47.3,588.0,Safe
95.6,423.7,426.9,87.7,140.0,Flood
61.1,68.9,43.7,49.3,2859.0,Safe
53.7,67.6,60.3,40.2,2406.0,Safe
36.9,2.9,87.2,33.7,1239.0,Safe
39.5,5.8,23.1,73.4,386.0,Safe
36.2,5.3,90.5,74.7,434.0,Safe
97.2,286.5,731.4,97.1,44.0,Cyclone
61.0,15.1,91.8,20.9,2137.0,Safe
97.9,170.0,455.7,98.8,181.0,Flood
70.1,60.7,102.3,71.6,1543.0,Safe
76.1,1.2,102.6,24.5,960.0,Safe
77.0,16.0,65.9,48.6,952.0,Safe
83.7,7.6,84.7,54.8,2891.0,Safe
58.8,9.9,73.3,47.5,940.0,Safe
53.6,22.4,96.1,25.7,2110.0,Safe
95.0,279.7,211.4,94.5,179.0,Flood
99.0,171.5,324.9,98.9,119.0,Flood
78.1,68.9,101.8,29.9,821.0,Safe
66.9,75.2,20.6,50.4,516.0,Safe
36.7,72.9,77.2,50.4,440.0,Safe
96.6,337.2,697.2,77.8,42.0,Cyclone
99.3,251.0,278.6,86.9,185.0,Flood
50.9,80.0,28.1,38.0,2177.0,Safe
45.2,39.4,63.5,71.0,155.0,Safe
84.7,69.8,41.8,20.6,2904.0,Safe
54.1,40.9,66.7,70.6,1076.0,Safe
16.0,0.0,0.0,14.5,550.0,Drought
61.5,12.3,7.1,24.0,687.0,Safe
37.9,59.1,79.6,69.6,598.0,Safe
62.0,77.5,32.8,57.0,2553.0,Safe
12.3,0.0,0.0,4.9,714.0,Drought
49.0,1.7,63.1,20.7,1004.0,Safe
70.1,71.4,37.1,32.4,574.0,Safe
10.4,0.0,0.0,10.9,381.0,Drought
11.8,0.0,0.0,12.2,562.0,Drought
94.2,202.1,342.8,95.1,175.0,Flood
92.6,173.7,435.0,87.5,165.0,Flood
58.7,38.6,47.9,30.1,1738.0,Safe
97.8,210.0,311.7,97.0,39.0,Flood
65.9,11.4,93.7,61.9,1514.0,Safe
52.0,12.9,24.7,40.8,2734.0,Safe
40.0,7.6,16.5,20.2,1074.0,Safe
60.5,51.1,75.5,63.3,1941.0,Safe
55.3,25.4,10.6,23.7,855.0,Safe
53.1,39.1,15.7,57.5,36.0,Safe
42.6,27.8,112.4,71.4,1255.0,Safe
45.3,19.1,9.7,72.2,18.0,Safe
73.1,62.2,102.8,46.3,1342.0,Safe
53.2,38.5,23.6,30.2,987.0,Safe
57.7,50.9,20.4,72.4,2241.0,Safe
52.6,69.4,87.2,64.1,1235.0,Safe
95.0,231.5,365.0,97.6,1235.0,Landslide
7.9,0.0,0.0,7.8,570.0,Drought
96.1,215.1,479.1,99.7,2797.0,Landslide
10.7,0.0,0.0,10.4,763.0,Drought
53.3,51.2,55.7,46.4,360.0,Safe
37.2,32.3,68.4,30.5,630.0,Safe
38.0,62.0,97.9,24.2,1963.0,Safe
93.1,152.8,455.9,99.1,3325.0,Landslide
60.4,48.3,105.0,69.3,1418.0,Safe
96.9,388.8,612.8,95.6,11.0,Cyclone
11.7,0.0,0.0,4.1,732.0,Drought
51.0,51.9,6.1,51.4,595.0,Safe
79.3,68.9,41.8,43.8,2483.0,Safe
97.9,248.5,563.8,86.2,21.0,Flood
75.3,70.4,53.5,23.0,602.0,Safe
37.7,51.0,46.8,21.2,1705.0,Safe
14.7,0.0,0.0,2.4,393.0,Drought
90.7,430.1,282.7,88.5,190.0,Flood
96.3,343.0,553.1,77.7,46.0,Cyclone
47.4,57.2,45.9,71.3,1973.0,Safe
46.1,20.6,56.9,56.8,2451.0,Safe
63.0,50.6,45.0,23.2,2699.0,Safe
42.2,64.3,87.6,26.3,398.0,Safe
61.7,61.3,54.7,73.0,1912.0,Safe
90.1,214.9,385.6,92.1,60.0,Flood
46.2,42.3,62.3,37.7,1799.0,Safe
79.0,0.6,20.8,29.3,1788.0,Safe
19.5,0.0,0.0,3.5,522.0,Drought
70.7,5.0,9.9,60.1,2414.0,Safe
92.1,226.2,290.9,88.1,59.0,Flood
42.4,62.3,54.6,60.4,3.0,Safe
97.4,155.0,430.0,86.6,81.0,Flood
93.5,217.9,370.1,99.3,1583.0,Landslide
97.7,427.4,457.2,94.9,70.0,Flood
11.7,0.0,0.0,8.5,784.0,Drought
59.4,15.7,80.9,21.0,1399.0,Safe
79.8,11.2,18.8,30.7,781.0,Safe
67.7,56.8,108.3,25.4,1169.0,Safe
5.7,0.0,0.0,8.0,423.0,Drought
43.4,75.0,55.0,27.6,853.0,Safe
73.4,19.9,47.9,41.7,1706.0,Safe
56.3,1.1,76.9,60.0,1135.0,Safe
57.7,29.9,28.9,27.9,2758.0,Safe
61.5,43.3,81.2,31.8,2000.0,Safe
16.9,0.0,0.0,1.5,286.0,Drought
74.8,47.7,119.2,73.0,1508.0,Safe
99.7,595.3,759.2,88.0,1.0,Cyclone
53.0,66.1,104.4,55.2,1512.0,Safe
57.5,29.9,104.0,21.4,969.0,Safe
10.2,0.0,0.0,10.2,697.0,Drought
76.2,34.3,5.1,60.1,2229.0,Safe
7.3,0.0,0.0,13.2,253.0,Drought
46.1,34.3,98.0,25.1,2956.0,Safe
81.1,66.5,94.0,37.7,2905.0,Safe
73.8,64.1,109.6,55.6,1409.0,Safe
8.4,0.0,0.0,0.9,395.0,Drought
67.3,34.8,79.3,48.4,1212.0,Safe
83.6,16.6,109.2,61.8,1572.0,Safe
53.8,74.2,32.9,50.6,1075.0,Safe
94.6,236.6,385.5,97.7,3163.0,Landslide
59.6,69.9,14.7,31.6,2239.0,Safe
84.5,39.8,87.0,37.6,966.0,Safe
62.6,48.8,8.8,47.4,1976.0,Safe
80.7,36.7,89.5,54.6,833.0,Safe
52.4,35.4,106.0,70.3,58.0,Safe
72.2,78.5,50.1,35.1,1920.0,Safe
84.0,76.2,103.1,49.7,2105.0,Safe
19.4,0.0,0.0,8.5,531.0,Drought
80.3,22.9,0.2,53.5,1522.0,Safe
62.0,72.1,21.3,65.5,2469.0,Safe
92.9,134.7,397.9,94.4,2656.0,Landslide
83.3,45.1,58.9,34.7,2861.0,Safe
37.5,12.3,98.6,38.3,384.0,Safe
35.4,8.6,67.6,66.0,1297.0,Safe
83.9,0.3,35.7,22.2,133.0,Safe
57.0,6.1,119.1,32.9,2694.0,Safe
89.3,310.9,535.0,98.8,121.0,Flood
82.6,67.0,20.8,24.8,1616.0,Safe
60.0,34.7,80.3,34.9,2832.0,Safe
57.1,17.9,58.2,61.2,1230.0,Safe
83.5,45.4,13.2,54.3,1525.0,Safe
94.4,259.0,252.9,98.9,50.0,Flood
44.5,9.5,59.7,20.1,1982.0,Safe
57.2,29.3,0.7,34.9,1253.0,Safe
78.3,4.1,68.0,40.5,2503.0,Safe
96.8,190.4,524.1,85.5,91.0,Flood
11.5,0.0,0.0,1.1,234.0,Drought
58.5,70.2,55.3,45.5,2846.0,Safe
56.3,33.4,12.9,47.0,335.0,Safe
90.6,394.0,333.3,99.2,187.0,Flood
94.1,128.5,629.0,95.7,1949.0,Landslide
73.4,69.7,34.4,34.5,1308.0,Safe
65.3,4.6,43.4,48.2,2502.0,Safe
36.9,10.6,92.2,26.9,948.0,Safe
49.4,43.6,65.9,61.3,1842.0,Safe
80.6,26.3,24.4,48.5,2652.0,Safe
99.5,284.4,842.5,89.1,41.0,Cyclone
97.6,171.9,439.6,96.1,1560.0,Landslide
92.4,155.3,559.0,92.5,1635.0,Landslide
80.1,65.8,118.0,41.3,1841.0,Safe
7.8,0.0,0.0,5.9,323.0,Drought
60.5,46.9,52.4,64.3,1610.0,Safe
89.1,316.8,520.3,97.7,155.0,Flood
75.1,59.2,64.0,24.1,33.0,Safe
99.7,425.4,430.6,88.5,136.0,Flood
77.8,71.4,109.2,26.9,2805.0,Safe
35.2,73.3,84.6,39.1,1609.0,Safe
94.2,128.7,513.1,90.7,1638.0,Landslide
83.8,42.8,5.0,57.7,289.0,Safe
58.1,4.3,38.9,53.6,1045.0,Safe
89.5,260.2,303.8,95.1,191.0,Flood
94.7,218.6,342.2,85.9,5.0,Flood
73.6,7.1,2.6,35.8,1951.0,Safe
66.8,63.7,105.3,24.3,2137.0,Safe
91.1,229.9,210.1,87.3,147.0,Flood
51.4,18.3,110.8,42.9,1238.0,Safe
75.3,48.1,96.8,32.9,958.0,Safe
6.3,0.0,0.0,11.4,372.0,Drought
99.7,162.2,312.9,98.1,168.0,Flood
38.6,37.2,50.6,27.6,557.0,Safe
47.4,69.5,88.8,39.7,719.0,Safe
47.7,32.3,62.3,65.9,380.0,Safe
19.3,0.0,0.0,0.9,598.0,Drought
98.8,401.7,477.4,91.9,45.0,Flood
45.0,4.7,94.5,57.1,970.0,Safe
42.1,13.5,63.5,73.9,1657.0,Safe
96.4,362.7,454.8,89.9,121.0,Flood
38.9,31.5,74.9,54.3,456.0,Safe
81.0,4.3,7.6,62.7,2449.0,Safe
58.7,2.9,87.0,33.3,49.0,Safe
65.6,63.4,22.2,21.7,529.0,Safe
63.0,10.8,14.6,22.0,2359.0,Safe
38.9,49.5,115.6,23.2,2760.0,Safe
67.4,72.1,99.4,56.2,2730.0,Safe
70.6,2.2,77.6,58.0,834.0,Safe
44.5,55.5,104.5,46.3,298.0,Safe
93.1,175.2,454.5,93.5,940.0,Landslide
71.0,47.2,114.8,57.3,724.0,Safe
98.5,226.2,514.2,97.1,2391.0,Landslide
7.9,0.0,0.0,5.6,596.0,Drought
96.5,486.7,747.8,96.7,24.0,Cyclone
10.2,0.0,0.0,14.7,596.0,Drought
54.7,52.3,99.5,40.6,2048.0,Safe
65.8,72.1,7.8,63.6,1908.0,Safe
52.6,29.3,64.2,69.5,1750.0,Safe
45.7,38.1,39.2,29.9,2178.0,Safe
81.6,6.8,50.2,72.3,2550.0,Safe
47.6,0.5,99.3,50.0,2997.0,Safe
37.1,78.8,113.3,29.1,2928.0,Safe
44.6,57.3,12.8,40.1,2514.0,Safe
75.4,18.4,33.4,29.6,1089.0,Safe
91.4,377.3,542.7,96.9,16.0,Flood
56.6,12.4,22.2,72.3,1799.0,Safe
40.2,11.2,13.3,42.8,107.0,Safe
41.8,27.7,26.2,63.9,2112.0,Safe
41.5,70.5,62.0,49.5,870.0,Safe
62.5,34.7,25.8,73.9,427.0,Safe
7.1,0.0,0.0,10.7,329.0,Drought
58.6,38.6,52.1,25.0,872.0,Safe
35.2,63.1,105.9,22.0,1786.0,Safe
12.5,0.0,0.0,9.8,612.0,Drought
91.4,194.2,378.6,87.7,103.0,Flood
62.5,17.0,50.2,23.1,597.0,Safe
52.3,64.3,40.2,40.7,2364.0,Safe
58.7,29.7,29.3,58.3,2280.0,Safe
36.0,14.0,46.0,60.9,2616.0,Safe
18.3,0.0,0.0,3.5,237.0,Drought
95.1,190.5,735.6,92.4,1463.0,Landslide
9.0,0.0,0.0,12.4,300.0,Drought
6.3,0.0,0.0,9.4,585.0,Drought
99.4,298.5,577.9,89.7,166.0,Flood
9.4,0.0,0.0,12.2,700.0,Drought
52.4,9.8,57.2,40.1,2666.0,Safe
76.4,60.4,43.0,71.3,2047.0,Safe
99.7,250.6,441.0,95.8,9.0,Cyclone
93.5,221.7,455.5,95.1,3146.0,Landslide
54.8,28.1,52.5,31.0,742.0,Safe
53.8,47.3,36.4,35.0,2662.0,Safe
11.4,0.0,0.0,14.8,720.0,Drought
15.1,0.0,0.0,5.6,204.0,Drought
16.3,0.0,0.0,8.3,206.0,Drought
99.3,274.4,318.1,95.4,18.0,Flood
70.7,2.3,77.9,63.2,1716.0,Safe
7.7,0.0,0.0,11.2,664.0,Drought
88.7,332.0,384.9,89.4,3.0,Flood
53.2,67.2,100.3,62.3,1941.0,Safe
67.1,16.1,96.7,42.7,1288.0,Safe
36.1,20.0,70.3,62.0,2895.0,Safe
69.9,49.0,113.0,71.0,1057.0,Safe
80.5,12.7,69.2,70.3,48.0,Safe
38.1,0.2,50.7,63.2,2156.0,Safe
62.9,71.5,69.5,62.8,2027.0,Safe
58.0,70.4,107.0,64.9,2612.0,Safe
38.6,77.8,19.5,65.5,1624.0,Safe
12.6,0.0,0.0,4.1,380.0,Drought
98.7,213.3,619.9,91.1,1006.0,Landslide
36.5,39.9,63.0,49.5,2680.0,Safe
37.5,39.9,85.4,20.9,1087.0,Safe
98.3,147.7,702.9,95.6,3316.0,Landslide
37.0,26.0,26.9,64.6,2809.0,Safe
49.7,12.5,58.6,29.6,1780.0,Safe
43.2,14.1,75.9,60.8,407.0,Safe
7.5,0.0,0.0,12.4,230.0,Drought
69.2,25.1,52.5,49.7,639.0,Safe
99.7,238.9,610.7,91.5,2319.0,Landslide
9.0,0.0,0.0,11.5,398.0,Drought
66.2,33.6,22.8,43.6,2781.0,Safe
76.7,69.6,90.4,44.9,1664.0,Safe
45.1,52.7,101.7,65.1,2812.0,Safe
66.5,36.4,66.5,31.1,2332.0,Safe
68.1,41.9,74.7,33.9,1879.0,Safe
72.7,56.8,56.6,25.9,768.0,Safe
51.8,37.6,33.6,37.2,77.0,Safe
40.9,25.1,71.0,51.2,2283.0,Safe
47.2,32.7,79.4,57.5,1365.0,Safe
48.6,61.6,18.7,71.6,2449.0,Safe
91.2,327.9,339.9,88.3,27.0,Flood
95.3,598.6,645.4,77.5,11.0,Cyclone
48.1,24.2,56.0,40.5,1950.0,Safe
96.4,399.4,578.2,96.2,119.0,Flood
79.1,64.0,52.7,73.3,1960.0,Safe
16.0,0.0,0.0,4.8,293.0,Drought
50.2,21.9,69.6,27.0,2815.0,Safe
95.5,418.1,787.1,79.8,10.0,Cyclone
92.0,314.0,550.3,92.7,156.0,Flood
13.4,0.0,0.0,4.9,548.0,Drought
81.3,44.3,34.8,51.4,642.0,Safe
45.0,71.7,79.7,71.1,1648.0,Safe
76.4,46.4,10.0,72.8,7.0,Safe
35.3,32.1,70.1,54.2,1238.0,Safe
58.8,12.6,31.1,23.1,1959.0,Safe
43.5,73.7,96.6,45.4,1506.0,Safe
19.5,0.0,0.0,9.0,357.0,Drought
83.1,35.7,110.5,49.2,828.0,Safe
96.8,398.7,459.6,90.9,12.0,Flood
96.8,241.9,432.7,92.6,685.0,Landslide
73.2,18.4,118.4,48.9,784.0,Safe
77.6,77.7,20.1,24.2,56.0,Safe
76.3,54.3,110.3,33.1,887.0,Safe
76.2,35.2,57.0,58.3,850.0,Safe
95.4,176.7,723.5,96.7,1227.0,Landslide
57.5,38.4,52.4,26.3,365.0,Safe
72.3,41.9,31.2,42.7,1313.0,Safe
58.4,73.0,62.6,49.1,2576.0,Safe
66.6,1.7,95.8,40.2,2125.0,Safe
14.6,0.0,0.0,1.3,707.0,Drought
93.7,175.3,667.4,94.9,838.0,Landslide
40.9,77.4,24.2,47.0,208.0,Safe
94.8,123.8,565.0,97.2,2323.0,Landslide
41.8,23.3,16.9,69.7,2826.0,Safe
66.3,14.3,31.2,73.7,2447.0,Safe
96.6,373.5,579.2,91.5,48.0,Cyclone
69.7,72.4,0.4,27.5,2587.0,Safe
73.8,54.2,86.2,63.5,1521.0,Safe
65.3,39.5,66.6,23.5,509.0,Safe
78.7,42.4,2.3,34.5,254.0,Safe
58.8,44.9,24.1,67.9,2788.0,Safe
45.0,23.1,4.5,20.2,2528.0,Safe
76.8,64.2,94.0,61.1,2620.0,Safe
89.2,395.7,505.2,85.9,54.0,Flood
43.8,79.4,75.5,25.3,64.0,Safe
61.6,29.4,56.5,67.9,308.0,Safe
42.9,77.5,66.7,33.1,807.0,Safe
47.0,35.7,111.9,31.1,2310.0,Safe
89.5,317.9,311.1,92.4,131.0,Flood
72.8,55.5,5.9,35.5,1780.0,Safe
44.7,39.0,96.7,71.0,747.0,Safe
93.1,120.9,697.7,94.1,2955.0,Landslide
92.0,223.5,601.6,95.6,1603.0,Landslide
47.9,62.7,85.6,23.8,1499.0,Safe
64.9,5.6,16.2,42.5,312.0,Safe
96.1,138.2,751.6,98.4,1172.0,Landslide
71.7,33.1,69.1,48.6,2098.0,Safe
90.6,242.7,547.1,96.6,167.0,Flood
91.2,315.3,555.0,89.8,88.0,Flood
36.9,65.2,37.3,71.0,489.0,Safe
15.5,0.0,0.0,12.3,442.0,Drought
43.4,74.4,119.5,41.5,684.0,Safe
39.2,22.7,97.1,56.6,607.0,Safe
63.4,44.1,77.3,62.3,1007.0,Safe
14.3,0.0,0.0,11.1,284.0,Drought
53.8,78.0,80.7,46.2,1589.0,Safe
81.4,41.0,70.9,22.0,2482.0,Safe
58.4,69.4,110.8,54.0,2398.0,Safe
56.2,4.3,68.7,41.7,2520.0,Safe
92.1,200.8,548.0,98.0,1614.0,Landslide
11.7,0.0,0.0,5.6,238.0,Drought
70.4,72.5,96.7,70.2,1691.0,Safe
98.8,242.4,427.3,94.6,964.0,Landslide
73.1,67.5,114.8,29.0,2656.0,Safe
74.8,46.1,73.0,57.3,2741.0,Safe
58.8,22.2,119.6,59.8,1229.0,Safe
89.3,198.9,362.9,89.8,117.0,Flood
71.6,11.9,83.5,39.1,2483.0,Safe
54.2,3.7,68.3,37.8,2597.0,Safe
8.0,0.0,0.0,0.4,630.0,Drought
84.2,3.0,18.2,24.9,2017.0,Safe
50.8,35.1,104.6,56.7,2295.0,Safe
50.7,46.0,33.0,66.2,2977.0,Safe
48.3,61.8,99.9,21.4,65.0,Safe
75.8,42.1,28.0,58.9,732.0,Safe
70.6,25.2,26.0,24.6,2303.0,Safe
13.2,0.0,0.0,5.3,205.0,Drought
58.8,17.6,28.3,61.1,165.0,Safe
35.8,43.0,27.7,45.1,2569.0,Safe
80.1,40.6,46.9,25.8,921.0,Safe
81.9,19.4,4.5,25.2,2809.0,Safe
95.7,120.9,575.8,96.1,3025.0,Landslide
97.8,199.8,428.3,98.1,1046.0,Landslide
98.7,576.5,706.2,75.3,35.0,Cyclone
35.5,56.7,102.3,65.4,261.0,Safe
89.2,438.8,586.5,94.5,11.0,Flood
47.4,41.0,112.7,27.8,811.0,Safe
36.8,16.2,72.7,69.7,1402.0,Safe
67.9,43.8,77.0,41.9,142.0,Safe
73.9,31.6,17.9,51.4,2780.0,Safe
97.1,320.8,290.8,99.5,79.0,Flood
84.0,32.4,58.1,28.3,230.0,Safe
89.6,316.6,311.6,99.1,73.0,Flood
96.8,340.2,200.1,85.2,98.0,Flood
63.8,7.0,100.4,35.8,2681.0,Safe
13.3,0.0,0.0,5.5,283.0,Drought
48.6,49.9,90.4,28.3,1087.0,Safe
95.1,423.6,435.2,92.1,110.0,Flood
65.4,50.9,20.0,27.7,399.0,Safe
77.7,64.4,85.9,59.3,477.0,Safe
53.3,39.9,77.5,25.5,2116.0,Safe
35.7,15.9,25.3,31.2,2519.0,Safe
97.9,324.7,891.3,80.8,39.0,Cyclone
15.5,0.0,0.0,4.2,740.0,Drought
60.3,57.4,65.6,59.3,1783.0,Safe
9.0,0.0,0.0,9.7,782.0,Drought
43.5,54.5,53.3,52.3,1651.0,Safe
100.0,380.3,391.0,87.7,97.0,Flood
43.4,51.9,99.2,25.6,1854.0,Safe
45.9,37.8,3.2,71.0,1845.0,Safe
84.7,78.0,0.2,69.0,1698.0,Safe
69.9,0.2,77.4,45.0,1745.0,Safe
81.5,43.0,53.5,31.8,801.0,Safe
94.4,389.2,466.2,92.1,132.0,Flood
69.7,79.4,52.3,35.8,1120.0,Safe
68.8,6.5,37.1,71.2,2208.0,Safe
83.5,6.9,85.2,59.7,153.0,Safe
35.8,70.4,64.4,21.5,2693.0,Safe
99.3,174.2,371.5,97.7,3343.0,Landslide
39.5,22.0,31.7,28.6,1005.0,Safe
99.3,436.3,407.4,93.0,141.0,Flood
